Участок-3;517;01.03.2021 14:59;1;1;2;0:01:00;;;13.апр;10:25:00;13:14:00;107;0:05:50;0;;107;0,551388889;;;13:14:00;107;;107;10:25:00
Участок-3;517;01.03.2021 15:00;0;1;2;;0:01:00;;14.апр;7:14:00;6:06:00;74;0:05:52;0;;74;0,254166667;;;6:06:00;74;;74;7:14:00
Участок-3;517;01.03.2021 15:00;1;1;2;0:00:00;;;Общий итог;636:50:00;419:30:00;4153;0:09:12;0;;4153;17,47916667;;;;;;;
Участок-3;517;01.03.2021 15:08;0;1;2;;0:08:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 15:09;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 15:14;0;1;2;;0:05:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 15:17;1;1;2;0:03:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 15:23;0;1;2;;0:06:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 15:44;1;1;2;0:21:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 15:51;0;1;2;;0:07:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:06;1;1;2;0:15:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:10;0;1;2;;0:04:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:13;1;1;2;0:03:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:30;0;1;2;;0:17:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:32;1;1;2;0:02:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:33;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:33;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:41;0;1;2;;0:08:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:42;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:42;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:42;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:43;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:44;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:45;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:46;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:46;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:48;1;1;2;0:02:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:49;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:49;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:49;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:50;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:50;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:52;1;1;2;0:02:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:53;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:56;1;1;2;0:03:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:57;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:57;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:58;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:59;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 16:59;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:00;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:04;0;1;2;;0:04:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:10;1;1;2;0:06:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:10;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:11;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:11;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:14;1;1;2;0:03:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:15;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:21;1;1;2;0:06:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:22;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:22;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:22;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:22;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:23;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:23;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:24;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:24;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:24;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:25;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:25;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:25;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:27;0;1;2;;0:02:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:28;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:29;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:29;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:29;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:30;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:30;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:30;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:30;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:32;1;1;2;0:02:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:32;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:33;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:33;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:38;1;1;2;0:05:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:38;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:39;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 17:40;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 18:02;1;1;2;0:22:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 18:04;0;1;2;;0:02:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 18:16;1;1;2;0:12:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 18:21;0;1;2;;0:05:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 18:25;1;1;2;0:04:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 18:29;0;1;2;;0:04:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 18:29;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 18:30;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 18:32;1;1;2;0:02:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 18:50;0;1;2;;0:18:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:01;1;1;2;0:11:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:01;0;1;2;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:04;1;1;2;0:03:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:09;0;1;2;;0:05:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:09;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:10;0;1;2;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:10;1;1;2;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:22;0;1;2;;0:12:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:23;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:26;0;1;2;;0:03:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:27;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:38;0;1;2;;0:11:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:39;1;1;2;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 19:49;0;1;2;;0:10:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 20:21;1;1;3;0:32:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 20:39;0;1;3;;0:18:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 20:59;1;1;3;0:20:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:05;0;1;3;;0:06:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:05;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:05;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:06;1;1;3;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:06;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:07;1;1;3;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:14;0;1;3;;0:07:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:14;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:14;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:14;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:21;0;1;3;;0:07:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:22;1;1;3;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:22;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:22;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;01.03.2021 21:24;0;1;3;;0:02:00;;;;;;;;;;;;;;;;;
